21/05/2021,00001,61.450001,400,1
24/05/2021,00001,60.75,200,2
24/05/2021,00002,79.349998,40,1
25/05/2021,10000,29.18,100,1
26/05/2021,00700,618.0,1588,1
27/05/2021,00700,605.5,1688,2
31/05/2021,00700,619.0,1651,1
03/06/2021,00700,615.5,1691,2
21/05/2021,00001,61.450001,200,1
24/05/2021,10000,28.66,100,1
24/05/2021,00008,4.3,200,1
25/05/2021,00700,610.0,1680,1
27/05/2021,00700,605.5,1680,2
31/05/2021,00700,619.0,1643,1
03/06/2021,00700,615.5,1643,2
